page	claim	verdict	tags	date	author	source_list	source_url
https://www.snopes.com/fact-check/page/eyelash-lice/	eyelash extensions are causing women to get eye lice.	mostly false	['eyelash extensions', 'eyelash extensions safe', 'eyelash lice', 'lash extensions', 'pediculosis ciliari', 'warnings']		Kim LaCapria	['http://www.nature.com/eye/journal/v17/n4/full/6700422a.html', 'http://www.personal.psu.edu/afr3/blogs/siowfa12/2012/11/use-mascara-watch-out-for-eyelash-mites.html', 'http://www.cmaj.ca/content/182/4/E187.full']	http://www.cmaj.ca/content/182/4/E187.full
https://www.snopes.com/fact-check/page/pope-francis-kim-davis/	kentucky county clerk kim davis met pope francis.	true	['kim davis', 'pope', 'pope francis', 'vatican']		Dan Evon	['http://www.msn.com/en-us/news/us/update-1-pope-did-not-give-unconditional-support-to-clerk-in-gay-marriage-row-vatican/ar-AAf1P79']	http://www.msn.com/en-us/news/us/update-1-pope-did-not-give-unconditional-support-to-clerk-in-gay-marriage-row-vatican/ar-AAf1P79
https://www.snopes.com/fact-check/page/preschoolers-killed-police/	in recent years more preschoolers have been fatally shot than police officers.	true	['CDC mortality', 'cops killed by year', 'gun control', 'gun statistics', 'law enforcement', 'new york times', 'nicholas kristof', 'police lives matter', 'preschoolers', 'preschoolers shot and killed', 'war on police']		Kim LaCapria	['https://www.fbi.gov/news/pressrel/press-releases/fbi-releases-2014-preliminary-statistics-for-law-enforcement-officers-killed-in-the-line-of-duty']	https://www.fbi.gov/news/pressrel/press-releases/fbi-releases-2014-preliminary-statistics-for-law-enforcement-officers-killed-in-the-line-of-duty
https://www.snopes.com/fact-check/page/republicans-trump-supporters-grammar/	a study proved republicans primarily supporters of donald trump have weaker grammatical skills than democrats.	unproven	['clickbait', 'democrats', 'donald trump', 'grammarly', 'not actually a study', 'politics', 'republicans', 'sponsored studies', 'trump supporters']		Kim LaCapria	['http://undsci.berkeley.edu/article/%3C?%20echo%20%24baseURL;%20?%3E/sciencetoolkit_08', 'https://www.psychologytoday.com/blog/millennial-media/201304/do-racism-conservatism-and-low-iq-go-hand-in-hand']	http://undsci.berkeley.edu/article/%3C?%20echo%20%24baseURL;%20?%3E/sciencetoolkit_08
https://www.snopes.com/fact-check/page/republicans-trump-supporters-grammar/	a study proved republicans primarily supporters of donald trump have weaker grammatical skills than democrats.	unproven	['clickbait', 'democrats', 'donald trump', 'grammarly', 'not actually a study', 'politics', 'republicans', 'sponsored studies', 'trump supporters']		Kim LaCapria	['http://undsci.berkeley.edu/article/%3C?%20echo%20%24baseURL;%20?%3E/sciencetoolkit_08', 'https://www.psychologytoday.com/blog/millennial-media/201304/do-racism-conservatism-and-low-iq-go-hand-in-hand']	https://www.psychologytoday.com/blog/millennial-media/201304/do-racism-conservatism-and-low-iq-go-hand-in-hand
https://www.snopes.com/fact-check/ebay/	auction site ebay is sending out suspension notices via email and asking customers to verify their account information.	false.	[]		David Mikkelson	['http://www.while.ws/update.html']	http://www.while.ws/update.html
https://www.snopes.com/fact-check/message-from-the-field/	farmer expresses dissatisfaction with crop prices by carving a message in his grain field.	true.	['Signs Of The Times']		David Mikkelson	['http://www.cropcircleconnector.com/index2.html']	http://www.cropcircleconnector.com/index2.html
https://www.snopes.com/fact-check/dispatch-from-a-physician/	dispatch from a physician describes conditions in new orleans in the days immediately following hurricane katrina.	true.	[]		David Mikkelson	['http://www.ppdi.com/']	http://www.ppdi.com/
https://www.snopes.com/fact-check/killer-dolphins/	dolphins trained by the u.s. navy to hunt terrorists were washed out to sea by hurricane katrina and are now missing.	probably not.	[]		David Mikkelson	['http://www.earthisland.org/eijournal/summer98/wn_sum98f.htm']	http://www.earthisland.org/eijournal/summer98/wn_sum98f.htm
https://www.snopes.com/fact-check/role-model/	president george w. bush cited actor bob denver as his role model.	false.	[]		David Mikkelson	['http://www.mauinews.com/story.aspx?id=12522']	http://www.mauinews.com/story.aspx?id=12522
https://www.snopes.com/fact-check/stuck-on-you/	a passenger on a transatlantic flight was stuck to an airline toilet for more than two hours when flushing it created a vacuum that sealed her bottom to the seat.	false.	['Air Apparent']		David Mikkelson	['http://web.archive.org/web/20020202235316/http://www.reuters.com/news_article.jhtml?type=search&StoryID=534177&fromEmail=true', 'http://web.archive.org/web/20020209022247/http://www.ananova.com/news/story/sm_509134.html', 'http://web.archive.org/web/20021023024335/http://news.bbc.co.uk/1/hi/world/europe/1775104.stm']	http://web.archive.org/web/20020202235316/http://www.reuters.com/news_article.jhtml?type=search&StoryID=534177&fromEmail=true
https://www.snopes.com/fact-check/stuck-on-you/	a passenger on a transatlantic flight was stuck to an airline toilet for more than two hours when flushing it created a vacuum that sealed her bottom to the seat.	false.	['Air Apparent']		David Mikkelson	['http://web.archive.org/web/20020202235316/http://www.reuters.com/news_article.jhtml?type=search&StoryID=534177&fromEmail=true', 'http://web.archive.org/web/20020209022247/http://www.ananova.com/news/story/sm_509134.html', 'http://web.archive.org/web/20021023024335/http://news.bbc.co.uk/1/hi/world/europe/1775104.stm']	http://web.archive.org/web/20020209022247/http://www.ananova.com/news/story/sm_509134.html
https://www.snopes.com/fact-check/stuck-on-you/	a passenger on a transatlantic flight was stuck to an airline toilet for more than two hours when flushing it created a vacuum that sealed her bottom to the seat.	false.	['Air Apparent']		David Mikkelson	['http://web.archive.org/web/20020202235316/http://www.reuters.com/news_article.jhtml?type=search&StoryID=534177&fromEmail=true', 'http://web.archive.org/web/20020209022247/http://www.ananova.com/news/story/sm_509134.html', 'http://web.archive.org/web/20021023024335/http://news.bbc.co.uk/1/hi/world/europe/1775104.stm']	http://web.archive.org/web/20021023024335/http://news.bbc.co.uk/1/hi/world/europe/1775104.stm
https://www.snopes.com/fact-check/charlie-went-down-to-gitmo/	charlie daniels penned the straight scoop, an essay about the alqaeda and taliban prisoners being held at guantanamo bay.	true.	[]		David Mikkelson	['http://web.archive.org/web/20030405125925/http://www.charliedaniels.com/soapbox/02/192.html']	http://web.archive.org/web/20030405125925/http://www.charliedaniels.com/soapbox/02/192.html
https://www.snopes.com/fact-check/pierre-rehov/	email reproduces interview with documentary filmmaker pierre rehov about the psychology of terrorism.	true.	[]		David Mikkelson	['http://edition.cnn.com/TRANSCRIPTS/0507/23/cst.03.html']	http://edition.cnn.com/TRANSCRIPTS/0507/23/cst.03.html
https://www.snopes.com/fact-check/planters-nuts/	innocent schoolkids accidentally produce risqu results by growing cactus in clown planters.	real photo; inaccurate description.	[]		David Mikkelson	['http://web.archive.org/web/20050311105404/http://www.cowboyindian.com/cnslcacl.htm']	http://web.archive.org/web/20050311105404/http://www.cowboyindian.com/cnslcacl.htm
https://www.snopes.com/fact-check/sandstorm-revelation/	sandstorm in iraq reveals location of thousands of mines to u.s. troops.	false.	[]		David Mikkelson	['http://www.2jesus.org/inspstories/cloud.html', 'http://web.archive.org/web/20030310013047/http://www.countrychurch.com/story.cfm?story_id=130']	http://www.2jesus.org/inspstories/cloud.html
https://www.snopes.com/fact-check/sandstorm-revelation/	sandstorm in iraq reveals location of thousands of mines to u.s. troops.	false.	[]		David Mikkelson	['http://www.2jesus.org/inspstories/cloud.html', 'http://web.archive.org/web/20030310013047/http://www.countrychurch.com/story.cfm?story_id=130']	http://web.archive.org/web/20030310013047/http://www.countrychurch.com/story.cfm?story_id=130
https://www.snopes.com/fact-check/general-education/	as a teenager, u.s. secretary of state colin powell learned to speak yiddish while working in a jewishowned baby equipment store in new york.	true.	[]		David Mikkelson	['http://www.targum.com/store/Roth.html']	http://www.targum.com/store/Roth.html
https://www.snopes.com/fact-check/laurel-clark/	email sent from orbit captures space shuttle columbia astronaut laurel clarks final words to her family.	true.	[]		David Mikkelson	['http://www.cnn.com/2003/US/02/02/sprj.colu.salton.cnna/index.html', 'http://www.cnn.com/2003/US/02/01/sprj.colu.profile.clark/index.html']	http://www.cnn.com/2003/US/02/02/sprj.colu.salton.cnna/index.html
https://www.snopes.com/fact-check/laurel-clark/	email sent from orbit captures space shuttle columbia astronaut laurel clarks final words to her family.	true.	[]		David Mikkelson	['http://www.cnn.com/2003/US/02/02/sprj.colu.salton.cnna/index.html', 'http://www.cnn.com/2003/US/02/01/sprj.colu.profile.clark/index.html']	http://www.cnn.com/2003/US/02/01/sprj.colu.profile.clark/index.html
https://www.snopes.com/fact-check/the-pledge-of-allegiance/	in 1969, comic red skelton lamented on his weekly television show that the pledge of allegiance might someday be considered a prayer and eliminated from public schools.	true.	[]		David Mikkelson	['http://www.museum.tv/archives/etv/R/htmlR/redskeltons/redskeltons.htm']	http://www.museum.tv/archives/etv/R/htmlR/redskeltons/redskeltons.htm
https://www.snopes.com/fact-check/selfless-soldiers/	martin savidge of cnn interviews four selfless american marines serving in iraq, offering them the chance to make phone calls home.	false.	[]		David Mikkelson	['http://web.archive.org/web/20030609044929/http://www2.cnn.com/CNN/anchors_reporters/savidge.martin.html', 'http://www.cnn.com/2003/WORLD/meast/03/30/otsc.irq.savidge/index.html', 'http://www.fallenheroesmemorial.com/oif/profiles/buesingbrianrory.html']	http://web.archive.org/web/20030609044929/http://www2.cnn.com/CNN/anchors_reporters/savidge.martin.html
https://www.snopes.com/fact-check/selfless-soldiers/	martin savidge of cnn interviews four selfless american marines serving in iraq, offering them the chance to make phone calls home.	false.	[]		David Mikkelson	['http://web.archive.org/web/20030609044929/http://www2.cnn.com/CNN/anchors_reporters/savidge.martin.html', 'http://www.cnn.com/2003/WORLD/meast/03/30/otsc.irq.savidge/index.html', 'http://www.fallenheroesmemorial.com/oif/profiles/buesingbrianrory.html']	http://www.cnn.com/2003/WORLD/meast/03/30/otsc.irq.savidge/index.html
https://www.snopes.com/fact-check/selfless-soldiers/	martin savidge of cnn interviews four selfless american marines serving in iraq, offering them the chance to make phone calls home.	false.	[]		David Mikkelson	['http://web.archive.org/web/20030609044929/http://www2.cnn.com/CNN/anchors_reporters/savidge.martin.html', 'http://www.cnn.com/2003/WORLD/meast/03/30/otsc.irq.savidge/index.html', 'http://www.fallenheroesmemorial.com/oif/profiles/buesingbrianrory.html']	http://www.fallenheroesmemorial.com/oif/profiles/buesingbrianrory.html
https://www.snopes.com/fact-check/card-sense/	online magic trick reads the minds of those who try it and removes from a deck of five or six cards the one chosen by those people.	false.	['Important If True']		David Mikkelson	['http://www.snopes2.com/humor/info/card1.htm']	http://www.snopes2.com/humor/info/card1.htm
https://www.snopes.com/fact-check/working-with-idiots-can-kill-you/	a medical study has determined that working with idiots is one of the deadliest forms of stress.	false.	['Important If True']		David Mikkelson	['http://web.archive.org/web/20021212035821/http://entertainment.yahoo.com/entnews/wwn/20021121/103789080005.html']	http://web.archive.org/web/20021212035821/http://entertainment.yahoo.com/entnews/wwn/20021121/103789080005.html
https://www.snopes.com/fact-check/dog-daze/	chihuahuas are actually a type of rodent bred to resemble dogs.	false.	['Important If True']		David Mikkelson	['http://www.watleyreview.com/2004/052504-3.html', 'http://www.watleyreview.com/About.html']	http://www.watleyreview.com/2004/052504-3.html
https://www.snopes.com/fact-check/dog-daze/	chihuahuas are actually a type of rodent bred to resemble dogs.	false.	['Important If True']		David Mikkelson	['http://www.watleyreview.com/2004/052504-3.html', 'http://www.watleyreview.com/About.html']	http://www.watleyreview.com/About.html
https://www.snopes.com/fact-check/worst-job-in-singapore/	the worst job in singapore belongs to a zoo worker who has to help animals masturbate in order to collect sperm samples from them.	false.	['Important If True']		David Mikkelson	['http://web.archive.org/web/20010708124831/http://www.studentmagazine.com/thisweek/thisweek_article.asp?articleID=213']	http://web.archive.org/web/20010708124831/http://www.studentmagazine.com/thisweek/thisweek_article.asp?articleID=213
https://www.snopes.com/fact-check/the-varlet-letter/	his holiness the dalai lama composed a letter in response to the september 11 terrorist attacks in which he urged the people of the world to become spiritual activists.	false.	[]		David Mikkelson	['http://web.archive.org/web/20011217231933/http://www.tibet.com/NewsRoom/false-letter.htm', 'http://web.archive.org/web/20011102073104/http://www.snowlionpub.com/store/display.cgi?cart_id=&page=news3.html', 'http://web.archive.org/web/20011102074620/http://www.snowlionpub.com/store/display.cgi?cart_id=&page=news6.html']	http://web.archive.org/web/20011217231933/http://www.tibet.com/NewsRoom/false-letter.htm
https://www.snopes.com/fact-check/the-varlet-letter/	his holiness the dalai lama composed a letter in response to the september 11 terrorist attacks in which he urged the people of the world to become spiritual activists.	false.	[]		David Mikkelson	['http://web.archive.org/web/20011217231933/http://www.tibet.com/NewsRoom/false-letter.htm', 'http://web.archive.org/web/20011102073104/http://www.snowlionpub.com/store/display.cgi?cart_id=&page=news3.html', 'http://web.archive.org/web/20011102074620/http://www.snowlionpub.com/store/display.cgi?cart_id=&page=news6.html']	http://web.archive.org/web/20011102073104/http://www.snowlionpub.com/store/display.cgi?cart_id=&page=news3.html
https://www.snopes.com/fact-check/the-varlet-letter/	his holiness the dalai lama composed a letter in response to the september 11 terrorist attacks in which he urged the people of the world to become spiritual activists.	false.	[]		David Mikkelson	['http://web.archive.org/web/20011217231933/http://www.tibet.com/NewsRoom/false-letter.htm', 'http://web.archive.org/web/20011102073104/http://www.snowlionpub.com/store/display.cgi?cart_id=&page=news3.html', 'http://web.archive.org/web/20011102074620/http://www.snowlionpub.com/store/display.cgi?cart_id=&page=news6.html']	http://web.archive.org/web/20011102074620/http://www.snowlionpub.com/store/display.cgi?cart_id=&page=news6.html
https://www.snopes.com/fact-check/clone-of-contention/	a group known as the second coming project is seeking to clone jesus from the dna of holy relics.	false.	[]		David Mikkelson	['http://web.archive.org/web/20000614170338/http://www.clonejesus.com/', 'http://web.archive.org/web/20010312011552/www.feralhouse.com/cgi-bin/store/commerce.cgi?page=ac2.html']	http://web.archive.org/web/20000614170338/http://www.clonejesus.com/
https://www.snopes.com/fact-check/clone-of-contention/	a group known as the second coming project is seeking to clone jesus from the dna of holy relics.	false.	[]		David Mikkelson	['http://web.archive.org/web/20000614170338/http://www.clonejesus.com/', 'http://web.archive.org/web/20010312011552/www.feralhouse.com/cgi-bin/store/commerce.cgi?page=ac2.html']	http://web.archive.org/web/20010312011552/www.feralhouse.com/cgi-bin/store/commerce.cgi?page=ac2.html
https://www.snopes.com/fact-check/ill-follow-the-sun/	scientists are predicting that the sun will explode in less than six years.	false.	[]		David Mikkelson	['http://www.angelfire.com/wy/werewolves/blowupmoon.html', 'http://www.math.ucdavis.edu/~suh/abian/abian-homepage.html']	http://www.angelfire.com/wy/werewolves/blowupmoon.html
https://www.snopes.com/fact-check/ill-follow-the-sun/	scientists are predicting that the sun will explode in less than six years.	false.	[]		David Mikkelson	['http://www.angelfire.com/wy/werewolves/blowupmoon.html', 'http://www.math.ucdavis.edu/~suh/abian/abian-homepage.html']	http://www.math.ucdavis.edu/~suh/abian/abian-homepage.html
https://www.snopes.com/fact-check/seabiscuit/	the race horse seabiscuit was the biggest newsmaker in america in 1938.	false.	['Horse Racing']		David Mikkelson	['http://www.seabiscuitonline.com/', 'http://www.thoroughbredchampions.com/biographies/manowar.htm', 'http://thoroughbredchampions.com/biographies/admiral.htm']	http://www.seabiscuitonline.com/
https://www.snopes.com/fact-check/seabiscuit/	the race horse seabiscuit was the biggest newsmaker in america in 1938.	false.	['Horse Racing']		David Mikkelson	['http://www.seabiscuitonline.com/', 'http://www.thoroughbredchampions.com/biographies/manowar.htm', 'http://thoroughbredchampions.com/biographies/admiral.htm']	http://www.thoroughbredchampions.com/biographies/manowar.htm
https://www.snopes.com/fact-check/seabiscuit/	the race horse seabiscuit was the biggest newsmaker in america in 1938.	false.	['Horse Racing']		David Mikkelson	['http://www.seabiscuitonline.com/', 'http://www.thoroughbredchampions.com/biographies/manowar.htm', 'http://thoroughbredchampions.com/biographies/admiral.htm']	http://thoroughbredchampions.com/biographies/admiral.htm
https://www.snopes.com/fact-check/iloo/	microsoft is marketing the iloo, an internetcapable portable toilet.	false.	['internet']		David Mikkelson	['http://us.news1.yimg.com/us.yimg.com/p/rids/20030506/i/1052236650.3221815359.jpg']	http://us.news1.yimg.com/us.yimg.com/p/rids/20030506/i/1052236650.3221815359.jpg
https://www.snopes.com/fact-check/keyboard-loggers/	account claims dell is selling computers with keyboard loggers installed at the behest of the department of homeland security.	false.	['internet']		David Mikkelson	['http://www.dansdata.com/keyghost.htm']	http://www.dansdata.com/keyghost.htm
https://www.snopes.com/fact-check/lebanese-loop/	thieves can steal atm cards and pins by using plastic sleeves known as lebanese loops.	true.	['ATM Scams']		David Mikkelson	['http://www.state.nj.us/lps/dcj/releases/atms0328.htm']	http://www.state.nj.us/lps/dcj/releases/atms0328.htm
https://www.snopes.com/fact-check/almighty-wind/	three hurricanes that hit florida in the summer of 2004 touched only counties that voted for george bush in the 2000 presidential election.	false.	['george w bush']		David Mikkelson	['http://www.palmbeachpost.com/storm/content/martin_stlucie/epaper/2004/09/21/m1a_sldestruct_0921.html', 'http://www.sptimes.com/2004/09/06/Pasco/Pasco_takes_a_lashing.shtml']	http://www.palmbeachpost.com/storm/content/martin_stlucie/epaper/2004/09/21/m1a_sldestruct_0921.html
https://www.snopes.com/fact-check/almighty-wind/	three hurricanes that hit florida in the summer of 2004 touched only counties that voted for george bush in the 2000 presidential election.	false.	['george w bush']		David Mikkelson	['http://www.palmbeachpost.com/storm/content/martin_stlucie/epaper/2004/09/21/m1a_sldestruct_0921.html', 'http://www.sptimes.com/2004/09/06/Pasco/Pasco_takes_a_lashing.shtml']	http://www.sptimes.com/2004/09/06/Pasco/Pasco_takes_a_lashing.shtml
https://www.snopes.com/fact-check/someone-set-us-up-the-google-bomb/	a google bombing effort has tied the phrase miserable failure to president bushs biography in the google search engine.	no longer true.	['george w bush']		David Mikkelson	['http://www.microcontentnews.com/articles/googlebombs.htm', 'http://news.bbc.co.uk/2/hi/americas/3298443.stm', 'http://oldfashionedpatriot.blogspot.com/2003_10_01_oldfashionedpatriot_archive.html#106727416975886151', 'http://oldfashionedpatriot.blogspot.com/2003_11_01_oldfashionedpatriot_archive.html#106984148855488783']	http://www.microcontentnews.com/articles/googlebombs.htm
https://www.snopes.com/fact-check/someone-set-us-up-the-google-bomb/	a google bombing effort has tied the phrase miserable failure to president bushs biography in the google search engine.	no longer true.	['george w bush']		David Mikkelson	['http://www.microcontentnews.com/articles/googlebombs.htm', 'http://news.bbc.co.uk/2/hi/americas/3298443.stm', 'http://oldfashionedpatriot.blogspot.com/2003_10_01_oldfashionedpatriot_archive.html#106727416975886151', 'http://oldfashionedpatriot.blogspot.com/2003_11_01_oldfashionedpatriot_archive.html#106984148855488783']	http://news.bbc.co.uk/2/hi/americas/3298443.stm
https://www.snopes.com/fact-check/someone-set-us-up-the-google-bomb/	a google bombing effort has tied the phrase miserable failure to president bushs biography in the google search engine.	no longer true.	['george w bush']		David Mikkelson	['http://www.microcontentnews.com/articles/googlebombs.htm', 'http://news.bbc.co.uk/2/hi/americas/3298443.stm', 'http://oldfashionedpatriot.blogspot.com/2003_10_01_oldfashionedpatriot_archive.html#106727416975886151', 'http://oldfashionedpatriot.blogspot.com/2003_11_01_oldfashionedpatriot_archive.html#106984148855488783']	http://oldfashionedpatriot.blogspot.com/2003_10_01_oldfashionedpatriot_archive.html#106727416975886151
https://www.snopes.com/fact-check/someone-set-us-up-the-google-bomb/	a google bombing effort has tied the phrase miserable failure to president bushs biography in the google search engine.	no longer true.	['george w bush']		David Mikkelson	['http://www.microcontentnews.com/articles/googlebombs.htm', 'http://news.bbc.co.uk/2/hi/americas/3298443.stm', 'http://oldfashionedpatriot.blogspot.com/2003_10_01_oldfashionedpatriot_archive.html#106727416975886151', 'http://oldfashionedpatriot.blogspot.com/2003_11_01_oldfashionedpatriot_archive.html#106984148855488783']	http://oldfashionedpatriot.blogspot.com/2003_11_01_oldfashionedpatriot_archive.html#106984148855488783
https://www.snopes.com/fact-check/maple-leaf-bag/	canada has arrested u.s. president george w. bush and charged him with war crimes.	false.	['george w bush']		David Mikkelson	['http://www.world-cnn.com/', 'http://www.axisoflogic.com/artman/publish/article_14050.shtml']	http://www.world-cnn.com/
https://www.snopes.com/fact-check/maple-leaf-bag/	canada has arrested u.s. president george w. bush and charged him with war crimes.	false.	['george w bush']		David Mikkelson	['http://www.world-cnn.com/', 'http://www.axisoflogic.com/artman/publish/article_14050.shtml']	http://www.axisoflogic.com/artman/publish/article_14050.shtml
https://www.snopes.com/fact-check/nancy-cartwright/	voice actress nancy cartwright was elected mayor of northridge, california.	false.	[]		David Mikkelson	['http://www.dehavilland.co.uk/webhost.asp?wci=default&wcp=EntertainmentStoryPage&ItemID=8538099&ServiceID=8&filterid=345221&searchid=234672&category=1']	http://www.dehavilland.co.uk/webhost.asp?wci=default&wcp=EntertainmentStoryPage&ItemID=8538099&ServiceID=8&filterid=345221&searchid=234672&category=1
https://www.snopes.com/fact-check/an-unmerried-woman/	a christian group called for a boycott of walmart after the megaretailer instructed employees to say happy holidays in place of merry christmas and a woman who complained about the practice received a dismissive email.	true, but the boycott has ended.	[]		David Mikkelson	['http://www.catholicleague.org/05press_releases/quarter%204/051109_Wal-Mart_boycott.htm', 'http://www.catholicleague.org/05press_releases/quarter%204/051110_put_on_notice.htm', 'http://www.catholicleague.org/05press_releases/quarter%204/051111_boycott_ends.htm']	http://www.catholicleague.org/05press_releases/quarter%204/051109_Wal-Mart_boycott.htm
